file_name,label,augmentations
augmented_20250214_1853\aug_57.jpg,0.0,random_rotation_grid_distortion_add_rain
augmented_20250214_1853\aug_58.jpg,0.0,
augmented_20250214_1853\aug_59.jpg,0.0,random_rotation_color_jitter_random_perspective_salt_pepper
augmented_20250214_1853\aug_60.jpg,1.0,
augmented_20250214_1853\aug_61.jpg,1.0,random_perspective_random_affine_salt_pepper
augmented_20250214_1853\aug_62.jpg,0.0,
augmented_20250214_1853\aug_63.jpg,0.21936553435941186,contrast_shift_random_crop_mixup
augmented_20250214_1853\aug_64.jpg,0.0,
augmented_20250214_1853\aug_65.jpg,0.0,random_rotation_random_perspective_random_crop
augmented_20250214_1853\aug_66.jpg,0.0,
augmented_20250214_1853\aug_67.jpg,0.0,random_flip_color_jitter_random_perspective_salt_pepper
augmented_20250214_1853\aug_68.jpg,1.0,
augmented_20250214_1853\aug_69.jpg,1.0,random_flip_random_affine_elastic_transform_contrast_shift
augmented_20250214_1853\aug_70.jpg,1.0,
augmented_20250214_1853\aug_71.jpg,1.0,random_rotation_random_perspective_random_affine
augmented_20250214_1853\aug_72.jpg,1.0,
augmented_20250214_1853\aug_73.jpg,1.0,random_affine_contrast_shift
augmented_20250214_1853\aug_74.jpg,1.0,
augmented_20250214_1853\aug_75.jpg,1.0,random_flip_grid_distortion_elastic_transform
augmented_20250214_1853\aug_76.jpg,0.0,
augmented_20250214_1853\aug_77.jpg,0.0,color_jitter_random_perspective_random_affine
augmented_20250214_1853\aug_78.jpg,1.0,
augmented_20250214_1853\aug_79.jpg,1.0,random_flip_random_rotation_color_jitter_random_affine
augmented_20250214_1853\aug_64.jpg,1.0,
augmented_20250214_1853\aug_65.jpg,1.0,random_flip_random_rotation_color_jitter_salt_pepper_contrast_shift
augmented_20250214_1853\aug_66.jpg,0.0,
augmented_20250214_1853\aug_67.jpg,0.0,random_perspective_random_affine_salt_pepper
augmented_20250214_1853\aug_68.jpg,1.0,
augmented_20250214_1853\aug_69.jpg,1.0,random_rotation_color_jitter_random_erasing_salt_pepper
augmented_20250214_1853\aug_70.jpg,1.0,
augmented_20250214_1853\aug_71.jpg,1.0,random_affine_gaussian_blur_grid_distortion
augmented_20250214_1853\aug_72.jpg,1.0,
augmented_20250214_1853\aug_73.jpg,1.0,random_flip_random_rotation_random_perspective_gaussian_blur
augmented_20250214_1853\aug_74.jpg,0.0,
augmented_20250214_1853\aug_75.jpg,0.0,random_flip_color_jitter_random_perspective_salt_pepper
augmented_20250214_1853\aug_76.jpg,1.0,
augmented_20250214_1853\aug_77.jpg,1.0,random_flip_salt_pepper_contrast_shift_random_crop
augmented_20250214_1853\aug_78.jpg,1.0,
augmented_20250214_1853\aug_79.jpg,1.0,random_flip_random_rotation_color_jitter_random_erasing_contrast_shift
augmented_20250214_1853\aug_80.jpg,1.0,
augmented_20250214_1853\aug_81.jpg,1.0,random_rotation_color_jitter_gaussian_blur_contrast_shift
augmented_20250214_1853\aug_82.jpg,1.0,
augmented_20250214_1853\aug_83.jpg,1.0,add_rain_random_crop_mixup
augmented_20250214_1853\aug_84.jpg,0.0,
augmented_20250214_1853\aug_85.jpg,0.0,random_rotation_color_jitter_salt_pepper
augmented_20250214_1853\aug_86.jpg,1.0,
augmented_20250214_1853\aug_87.jpg,1.0,random_flip_random_rotation_color_jitter_gaussian_blur
augmented_20250214_1853\aug_88.jpg,0.0,
augmented_20250214_1853\aug_89.jpg,0.0,random_flip_color_jitter_gaussian_blur_random_erasing
augmented_20250214_1853\aug_90.jpg,1.0,
augmented_20250214_1853\aug_91.jpg,1.0,random_flip_gaussian_blur_salt_pepper
augmented_20250214_1853\aug_92.jpg,0.0,
augmented_20250214_1853\aug_93.jpg,0.0,color_jitter_random_perspective_grid_distortion
augmented_20250214_1853\aug_94.jpg,0.0,
augmented_20250214_1853\aug_95.jpg,0.0,random_flip_random_rotation_random_affine_gaussian_blur
augmented_20250214_1853\aug_80.jpg,0.0,
augmented_20250214_1853\aug_81.jpg,0.0,color_jitter_random_perspective_grid_distortion
augmented_20250214_1853\aug_82.jpg,1.0,
augmented_20250214_1853\aug_83.jpg,1.0,color_jitter_random_perspective_random_affine
augmented_20250214_1853\aug_84.jpg,1.0,
augmented_20250214_1853\aug_85.jpg,1.0,random_affine_gaussian_blur_add_rain
augmented_20250214_1853\aug_86.jpg,1.0,
augmented_20250214_1853\aug_87.jpg,1.0,color_jitter_random_affine
augmented_20250214_1853\aug_88.jpg,1.0,
augmented_20250214_1853\aug_89.jpg,1.0,random_flip_random_rotation_color_jitter_random_crop
augmented_20250214_1853\aug_90.jpg,0.0,
augmented_20250214_1853\aug_91.jpg,0.0,gaussian_blur_grid_distortion_contrast_shift
augmented_20250214_1853\aug_92.jpg,0.0,
augmented_20250214_1853\aug_93.jpg,0.0,
augmented_20250214_1853\aug_94.jpg,0.0,
augmented_20250214_1853\aug_95.jpg,0.0,random_flip_random_rotation_random_perspective_random_affine
augmented_20250214_1853\aug_96.jpg,1.0,
augmented_20250214_1853\aug_97.jpg,1.0,random_erasing_salt_pepper_elastic_transform
augmented_20250214_1853\aug_98.jpg,1.0,
augmented_20250214_1853\aug_99.jpg,1.0,random_rotation_color_jitter_random_affine_gaussian_blur
augmented_20250214_1853\aug_100.jpg,0.0,
augmented_20250214_1853\aug_101.jpg,0.0,random_flip_random_erasing_salt_pepper
augmented_20250214_1853\aug_102.jpg,1.0,
augmented_20250214_1853\aug_103.jpg,1.0,random_flip_random_perspective_random_erasing_add_rain
augmented_20250214_1853\aug_104.jpg,1.0,
augmented_20250214_1853\aug_105.jpg,1.0,random_perspective_gaussian_blur_add_glare
augmented_20250214_1853\aug_106.jpg,0.0,
augmented_20250214_1853\aug_107.jpg,0.0,color_jitter_random_erasing_add_rain
augmented_20250214_1853\aug_108.jpg,1.0,
augmented_20250214_1853\aug_109.jpg,1.0,random_rotation_color_jitter_random_perspective_random_erasing
augmented_20250214_1853\aug_110.jpg,0.0,
augmented_20250214_1853\aug_111.jpg,0.0,random_rotation_color_jitter
augmented_20250214_1853\aug_96.jpg,1.0,
augmented_20250214_1853\aug_97.jpg,1.0,random_flip_color_jitter_gaussian_blur_salt_pepper
augmented_20250214_1853\aug_98.jpg,0.0,
augmented_20250214_1853\aug_99.jpg,0.0,random_flip_random_rotation_random_erasing_salt_pepper
augmented_20250214_1853\aug_100.jpg,1.0,
augmented_20250214_1853\aug_101.jpg,1.0,random_rotation_color_jitter_random_perspective_random_affine
augmented_20250214_1853\aug_102.jpg,0.0,
augmented_20250214_1853\aug_103.jpg,0.09707361595159691,random_flip_color_jitter_gaussian_blur_mixup
augmented_20250214_1853\aug_104.jpg,1.0,
augmented_20250214_1853\aug_105.jpg,1.0,random_flip_random_perspective_grid_distortion
augmented_20250214_1853\aug_106.jpg,1.0,
augmented_20250214_1853\aug_107.jpg,1.0,random_flip_random_rotation_color_jitter_random_affine
augmented_20250214_1853\aug_108.jpg,0.0,
augmented_20250214_1853\aug_109.jpg,0.5,random_flip_random_rotation_color_jitter_mosaic
augmented_20250214_1853\aug_110.jpg,0.0,
augmented_20250214_1853\aug_111.jpg,0.0,random_flip_color_jitter_elastic_transform
augmented_20250214_1853\aug_112.jpg,0.0,
augmented_20250214_1853\aug_113.jpg,0.0,random_rotation_color_jitter_random_erasing
augmented_20250214_1853\aug_114.jpg,0.0,
augmented_20250214_1853\aug_115.jpg,0.0,random_rotation_random_affine_random_erasing
augmented_20250214_1853\aug_116.jpg,0.0,
augmented_20250214_1853\aug_117.jpg,0.0,random_flip_color_jitter_elastic_transform
augmented_20250214_1853\aug_118.jpg,0.0,
augmented_20250214_1853\aug_119.jpg,0.0,random_flip_color_jitter_gaussian_blur_add_rain
augmented_20250214_1853\aug_120.jpg,0.0,
augmented_20250214_1853\aug_121.jpg,0.0,color_jitter_random_perspective_contrast_shift
augmented_20250214_1853\aug_122.jpg,0.0,
augmented_20250214_1853\aug_123.jpg,0.0,color_jitter_random_affine_random_erasing
augmented_20250214_1853\aug_124.jpg,1.0,
augmented_20250214_1853\aug_125.jpg,1.0,random_flip_random_rotation_color_jitter_gaussian_blur
augmented_20250214_1853\aug_126.jpg,1.0,
augmented_20250214_1853\aug_127.jpg,1.0,random_rotation_color_jitter_random_affine_gaussian_blur
augmented_20250214_1853\aug_112.jpg,0.0,
augmented_20250214_1853\aug_113.jpg,0.0,color_jitter_random_perspective_random_affine
augmented_20250214_1853\aug_114.jpg,1.0,
augmented_20250214_1853\aug_115.jpg,1.0,random_flip_random_rotation_color_jitter_grid_distortion
augmented_20250214_1853\aug_116.jpg,1.0,
augmented_20250214_1853\aug_117.jpg,1.0,random_flip_gaussian_blur_random_erasing
augmented_20250214_1853\aug_118.jpg,0.0,
augmented_20250214_1853\aug_119.jpg,0.0,color_jitter_random_perspective_grid_distortion
augmented_20250214_1853\aug_120.jpg,1.0,
augmented_20250214_1853\aug_121.jpg,1.0,random_rotation_color_jitter_random_affine_add_rain
augmented_20250214_1853\aug_122.jpg,1.0,
augmented_20250214_1853\aug_123.jpg,1.0,random_flip_random_rotation_color_jitter_random_affine
augmented_20250214_1853\aug_124.jpg,0.0,
augmented_20250214_1853\aug_125.jpg,0.0,random_rotation_elastic_transform_contrast_shift
augmented_20250214_1853\aug_126.jpg,1.0,
augmented_20250214_1853\aug_127.jpg,1.0,random_flip_color_jitter_random_affine_grid_distortion
augmented_20250214_1853\aug_128.jpg,1.0,
augmented_20250214_1853\aug_129.jpg,1.0,random_rotation_color_jitter_random_crop
augmented_20250214_1853\aug_130.jpg,0.0,
augmented_20250214_1853\aug_131.jpg,0.5,random_flip_add_rain_mosaic
augmented_20250214_1853\aug_132.jpg,0.0,
augmented_20250214_1853\aug_133.jpg,0.0,random_flip_random_rotation_color_jitter_random_crop
augmented_20250214_1853\aug_134.jpg,0.0,
augmented_20250214_1853\aug_135.jpg,0.0,random_rotation_random_perspective_random_erasing
augmented_20250214_1853\aug_136.jpg,0.0,
augmented_20250214_1853\aug_137.jpg,0.0,color_jitter_random_affine_gaussian_blur
augmented_20250214_1853\aug_138.jpg,0.0,
augmented_20250214_1853\aug_139.jpg,0.0,random_flip_color_jitter_random_affine_salt_pepper
augmented_20250214_1853\aug_140.jpg,0.0,
augmented_20250214_1853\aug_141.jpg,0.0,add_glare_contrast_shift_random_crop
augmented_20250214_1853\aug_142.jpg,1.0,
augmented_20250214_1853\aug_143.jpg,1.0,color_jitter_random_perspective_gaussian_blur_contrast_shift
augmented_20250214_1853\aug_128.jpg,1.0,
augmented_20250214_1853\aug_129.jpg,1.0,random_flip_random_rotation_color_jitter_add_glare_contrast_shift
augmented_20250214_1853\aug_130.jpg,1.0,
augmented_20250214_1853\aug_131.jpg,1.0,random_rotation_color_jitter_random_erasing_salt_pepper
augmented_20250214_1853\aug_132.jpg,1.0,
augmented_20250214_1853\aug_133.jpg,0.24088102378952828,random_flip_random_perspective_mixup
augmented_20250214_1853\aug_134.jpg,1.0,
augmented_20250214_1853\aug_135.jpg,1.0,random_flip_random_rotation_color_jitter_random_perspective
augmented_20250214_1853\aug_136.jpg,1.0,
augmented_20250214_1853\aug_137.jpg,1.0,gaussian_blur_salt_pepper_mixup
augmented_20250214_1853\aug_138.jpg,1.0,
augmented_20250214_1853\aug_139.jpg,1.0,random_flip_contrast_shift
augmented_20250214_1853\aug_140.jpg,0.0,
augmented_20250214_1853\aug_141.jpg,0.0,color_jitter_salt_pepper_elastic_transform
augmented_20250214_1853\aug_142.jpg,1.0,
augmented_20250214_1853\aug_143.jpg,1.0,random_rotation_random_perspective_random_crop
augmented_20250214_1853\aug_144.jpg,0.0,
augmented_20250214_1853\aug_145.jpg,0.0,color_jitter_salt_pepper_grid_distortion
augmented_20250214_1853\aug_146.jpg,1.0,
augmented_20250214_1853\aug_147.jpg,1.0,random_flip_random_affine_gaussian_blur_salt_pepper
augmented_20250214_1853\aug_148.jpg,0.0,
augmented_20250214_1853\aug_149.jpg,0.0,color_jitter_random_affine_add_glare_contrast_shift
augmented_20250214_1853\aug_150.jpg,0.0,
augmented_20250214_1853\aug_151.jpg,0.0,random_rotation_random_perspective_random_erasing
augmented_20250214_1853\aug_152.jpg,0.0,
augmented_20250214_1853\aug_153.jpg,0.0,color_jitter_random_affine_random_erasing
augmented_20250214_1853\aug_154.jpg,0.0,
augmented_20250214_1853\aug_155.jpg,0.0,random_flip_color_jitter_random_affine_gaussian_blur
augmented_20250214_1853\aug_156.jpg,1.0,
augmented_20250214_1853\aug_157.jpg,1.0,random_flip_random_rotation_color_jitter_gaussian_blur
augmented_20250214_1853\aug_158.jpg,0.0,
augmented_20250214_1853\aug_159.jpg,0.0,random_rotation_random_perspective_random_erasing
augmented_20250214_1853\aug_144.jpg,0.0,
augmented_20250214_1853\aug_145.jpg,0.5,random_perspective_random_crop_mosaic
augmented_20250214_1853\aug_146.jpg,1.0,
augmented_20250214_1853\aug_147.jpg,1.0,color_jitter_random_affine_random_erasing_contrast_shift
augmented_20250214_1853\aug_148.jpg,1.0,
augmented_20250214_1853\aug_149.jpg,1.0,random_flip_random_rotation_random_erasing_grid_distortion
augmented_20250214_1853\aug_150.jpg,1.0,
augmented_20250214_1853\aug_151.jpg,1.0,random_flip_random_rotation_color_jitter_random_affine
augmented_20250214_1853\aug_152.jpg,0.0,
augmented_20250214_1853\aug_153.jpg,0.0,random_rotation_gaussian_blur
augmented_20250214_1853\aug_154.jpg,1.0,
augmented_20250214_1853\aug_155.jpg,1.0,random_flip_random_rotation_color_jitter_random_perspective
augmented_20250214_1853\aug_156.jpg,1.0,
augmented_20250214_1853\aug_157.jpg,1.0,random_flip_random_rotation_add_rain_contrast_shift
augmented_20250214_1853\aug_158.jpg,0.0,
augmented_20250214_1853\aug_159.jpg,0.0,random_flip_random_rotation_random_erasing_random_crop
augmented_20250214_1853\aug_160.jpg,1.0,
augmented_20250214_1853\aug_161.jpg,1.0,random_flip_random_rotation_color_jitter_random_affine_contrast_shift
augmented_20250214_1853\aug_162.jpg,0.0,
augmented_20250214_1853\aug_163.jpg,0.0,random_flip_random_rotation_random_affine_salt_pepper
augmented_20250214_1853\aug_164.jpg,0.0,
augmented_20250214_1853\aug_165.jpg,0.0,random_rotation_contrast_shift
augmented_20250214_1853\aug_166.jpg,0.0,
augmented_20250214_1853\aug_167.jpg,0.0,random_flip_color_jitter_random_perspective_add_glare
augmented_20250214_1853\aug_168.jpg,0.0,
augmented_20250214_1853\aug_169.jpg,0.0,random_flip_color_jitter_random_perspective_random_affine
augmented_20250214_1853\aug_170.jpg,0.0,
augmented_20250214_1853\aug_171.jpg,0.5,random_flip_add_glare_contrast_shift_mosaic
augmented_20250214_1853\aug_172.jpg,1.0,
augmented_20250214_1853\aug_173.jpg,1.0,random_perspective_elastic_transform_random_crop
augmented_20250214_1853\aug_174.jpg,1.0,
augmented_20250214_1853\aug_175.jpg,0.29061485292421335,random_flip_gaussian_blur_mixup
augmented_20250214_1853\aug_160.jpg,1.0,
augmented_20250214_1853\aug_161.jpg,1.0,random_flip_mixup
augmented_20250214_1853\aug_162.jpg,1.0,
augmented_20250214_1853\aug_163.jpg,0.578670835195502,random_flip_salt_pepper_mixup
augmented_20250214_1853\aug_164.jpg,1.0,
augmented_20250214_1853\aug_165.jpg,1.0,random_flip_random_rotation_grid_distortion
augmented_20250214_1853\aug_166.jpg,1.0,
augmented_20250214_1853\aug_167.jpg,1.0,random_flip_random_rotation_color_jitter_random_crop
augmented_20250214_1853\aug_168.jpg,1.0,
augmented_20250214_1853\aug_169.jpg,1.0,random_flip_random_rotation_random_perspective_random_affine
augmented_20250214_1853\aug_170.jpg,1.0,
augmented_20250214_1853\aug_171.jpg,1.0,random_flip_color_jitter_salt_pepper_grid_distortion
augmented_20250214_1853\aug_172.jpg,0.0,
augmented_20250214_1853\aug_173.jpg,0.0,random_rotation_color_jitter_random_perspective_salt_pepper
augmented_20250214_1853\aug_174.jpg,0.0,
augmented_20250214_1853\aug_175.jpg,0.0,random_flip_random_rotation_color_jitter_random_perspective
augmented_20250214_1853\aug_176.jpg,0.0,
augmented_20250214_1853\aug_177.jpg,0.0,gaussian_blur_random_erasing_elastic_transform
augmented_20250214_1853\aug_178.jpg,1.0,
augmented_20250214_1853\aug_179.jpg,1.0,random_flip_color_jitter_random_perspective_random_affine
augmented_20250214_1853\aug_180.jpg,1.0,
augmented_20250214_1853\aug_181.jpg,1.0,gaussian_blur_elastic_transform_add_rain
augmented_20250214_1853\aug_182.jpg,0.0,
augmented_20250214_1853\aug_183.jpg,0.0,gaussian_blur_elastic_transform
augmented_20250214_1853\aug_184.jpg,1.0,
augmented_20250214_1853\aug_185.jpg,1.0,random_rotation_color_jitter_random_perspective_contrast_shift
augmented_20250214_1853\aug_186.jpg,1.0,
augmented_20250214_1853\aug_187.jpg,1.0,random_flip_random_perspective_add_rain_contrast_shift
augmented_20250214_1853\aug_188.jpg,0.0,
augmented_20250214_1853\aug_189.jpg,0.0,color_jitter_random_affine_gaussian_blur
augmented_20250214_1853\aug_190.jpg,0.0,
augmented_20250214_1853\aug_191.jpg,0.0,random_flip_random_rotation_salt_pepper_elastic_transform
augmented_20250214_1853\aug_176.jpg,1.0,
augmented_20250214_1853\aug_177.jpg,1.0,random_flip_random_rotation_grid_distortion
augmented_20250214_1853\aug_178.jpg,0.0,
augmented_20250214_1853\aug_179.jpg,0.0,random_flip_random_affine_elastic_transform
augmented_20250214_1853\aug_180.jpg,0.0,
augmented_20250214_1853\aug_181.jpg,0.0,random_rotation_color_jitter_random_perspective_gaussian_blur
augmented_20250214_1853\aug_182.jpg,1.0,
augmented_20250214_1853\aug_183.jpg,1.0,random_flip_random_rotation_color_jitter_random_affine
augmented_20250214_1853\aug_184.jpg,0.0,
augmented_20250214_1853\aug_185.jpg,0.0,random_rotation_color_jitter_random_perspective_random_erasing
augmented_20250214_1853\aug_186.jpg,1.0,
augmented_20250214_1853\aug_187.jpg,1.0,random_flip_color_jitter_salt_pepper_grid_distortion
augmented_20250214_1853\aug_188.jpg,1.0,
augmented_20250214_1853\aug_189.jpg,1.0,random_rotation_random_perspective_elastic_transform
augmented_20250214_1853\aug_190.jpg,1.0,
augmented_20250214_1853\aug_191.jpg,1.0,random_flip_random_rotation_color_jitter_gaussian_blur
augmented_20250214_1853\aug_192.jpg,1.0,
augmented_20250214_1853\aug_193.jpg,1.0,random_affine_gaussian_blur_salt_pepper
augmented_20250214_1853\aug_194.jpg,0.0,
augmented_20250214_1853\aug_195.jpg,0.0,random_flip_gaussian_blur_elastic_transform_contrast_shift
augmented_20250214_1853\aug_196.jpg,0.0,
augmented_20250214_1853\aug_197.jpg,0.0,random_flip_color_jitter_add_rain_add_glare
augmented_20250214_1853\aug_198.jpg,1.0,
augmented_20250214_1853\aug_199.jpg,1.0,random_flip_random_rotation_random_perspective_gaussian_blur
augmented_20250214_1853\aug_200.jpg,0.0,
augmented_20250214_1853\aug_201.jpg,0.0,random_rotation_grid_distortion_random_crop
augmented_20250214_1853\aug_202.jpg,1.0,
augmented_20250214_1853\aug_203.jpg,1.0,random_flip_color_jitter_gaussian_blur_contrast_shift
augmented_20250214_1853\aug_204.jpg,0.0,
augmented_20250214_1853\aug_205.jpg,0.0,random_flip_color_jitter_random_perspective_random_erasing
augmented_20250214_1853\aug_206.jpg,1.0,
augmented_20250214_1853\aug_207.jpg,1.0,random_flip_random_rotation_color_jitter_grid_distortion
augmented_20250214_1853\aug_192.jpg,1.0,
augmented_20250214_1853\aug_193.jpg,0.75,random_rotation_random_crop_mosaic
augmented_20250214_1853\aug_194.jpg,0.0,
augmented_20250214_1853\aug_195.jpg,0.0,grid_distortion_contrast_shift
augmented_20250214_1853\aug_196.jpg,1.0,
augmented_20250214_1853\aug_197.jpg,1.0,random_flip_random_rotation_gaussian_blur_add_rain
augmented_20250214_1853\aug_198.jpg,1.0,
augmented_20250214_1853\aug_199.jpg,1.0,color_jitter_random_affine_mixup
augmented_20250214_1853\aug_200.jpg,1.0,
augmented_20250214_1853\aug_201.jpg,1.0,random_rotation_salt_pepper_elastic_transform
augmented_20250214_1853\aug_202.jpg,1.0,
augmented_20250214_1853\aug_203.jpg,1.0,random_rotation_gaussian_blur_random_erasing
augmented_20250214_1853\aug_204.jpg,1.0,
augmented_20250214_1853\aug_205.jpg,1.0,random_rotation_salt_pepper
augmented_20250214_1853\aug_206.jpg,1.0,
augmented_20250214_1853\aug_207.jpg,0.5,random_flip_color_jitter_random_crop_mosaic
augmented_20250214_1853\aug_208.jpg,1.0,
